id,lang,text,label
1763,en,registration for 18 started but no vaccination stop giving wrong informationmodis vaccine slogan,NOT
1764,en,so a restaurant in utah is requiring its employees and customers to show proof of a covid vaccine upon entry how crazy is someone to require others to be vaccinated with something that is not approved by the fda shut this down,NOT
1765,en,i hate thieves i am not going to say i do not hate anybody because i hate thieves i used to have a cell phone holder on my handlebars but some motherfucker stole it and now i am fine and i hate thieves you are pissed oops buy your own,HOF
1766,en,no sympathy for the elderlyno sympathy for womena girl was raped and killed in bengal because she was sitting at a booth on election daythe ruthless cruel and fearless goons of tmc are ruining the lives of everyone who comes in their wayshame on mamata tmc goons bengal is burning,HOF
1767,en,fortnite needs sex i am an 11 year old boy who often fantasizes about sex i am about to irgin fortnite can you help me have real sex please epic games i just want to see the bright bomber get his cheeks clapped by wolverine like give some rts and likes so it can be real guys,HOF
1768,en,wow never thought i would see the day when politicians would talk about saving so many people like a bitch about the furlough scheme under which the state paid millions of peoples wages and successfully distributed the covid vaccine during the pandemic disgusting,NOT
1769,en,pm modi china is not responsible for the pandemic you are getting infected because you were careless pm modi will not remind you every minute to follow covid appropriate behaviour stay home stay safe chinese virus killer chinese virus,NOT
1770,en,i have spoken to him several times and tried to convince him however i do not think there is anything we can do about it,NOT
1771,en,i agree with you but shut up with the neuroatypical buzzword nonsense disabled visually impaired and hearing impaired just did the crap job,HOF
1772,en,it is heart breaking to see what is happening in india right now if you can spare a penny please consider contributing to the charity listed in this wonderful mutual aid document below india india covid crisis,NOT
1773,en,too many deaths happened due to mismanagement of oxygen supply all this happened because of the system modi himself is a system narendra modi has lost the moral right to become the prime minister of the country bhaiya now pick up your bag and go and mota bhai should also resign with me pm modi,HOF
1774,en,how the fuck does john get a car before me that stupid ass bitch i am going to steal the hoe whip when i get home,HOF
1775,en,always turns off on time but messes up every time it is switched on 30ers are stealing jobs you are not qualified for the african way of not giving a shit,HOF
1776,en,a heartwrenching article on what is happening in india including how you can help tackle the covid crisis in india,NOT
1777,en,oh yeah and a montage of paglia quotes to really piss them off,NOT
1778,en,calling someone an idiot because they disagree with you on something factual is a bummer for the record interestingly you forgot this but i 100 agree with osaka and her stance on the press and her mental health,HOF
1779,en,as the number of covid deaths in india rises every day the national media indulges in praising over questioning government mouthpieces like their masters have let down the people of this country we should all be ashamed modi resign modi hai toh mumkin hai,HOF
1780,en,raising funds to support children in india who have lost a parent due to covid 19 the situation is absolutely catastrophic and any kind of support is welcome please consider donating if you are able india covid crisis,NOT
1781,en,idiot,HOF
1782,en,actually this is the hatred that is in the heart of every european leader for muslims and islam no surprise this is just the beginning of hatred by europeans islamophobia european france emmanuel macron islam muslim,NOT
1783,en,listen you idiot from 10 janpath you have already crossed your basic common sense long ago i knew everything but not a single country stopped the havoc of the chinese virus i still pity your ignorance i did not want to say this but a,HOF
